robot,landmark 1,landmark 2,landmark 3
0.0003212893921613613,1.4003402816552149e-05,0.00014891849423293024,3.6234414437785745e-06
0.0003161392087349668,0.00018974244981250724,8.301334588622922e-07,9.979572723750607e-06
2.691769628881957e-05,9.962799561445397e-06,2.2848553271614946e-08,4.3175623432034627e-07
0.0012510785168728944,7.779120256715469e-05,2.2964022718952037e-06,3.73286113699578e-05
0.00041095465400076137,0.00016915896335835488,1.5297929678581568e-05,7.496804846596206e-05
3.773319919275764e-05,6.2034750963305845e-06,8.178632526778529e-08,6.183705636431114e-06
1.9374820340090082e-05,2.2618232765684622e-05,1.8349799631778296e-05,1.3178070958019816e-05
3.342748300383391e-05,3.024341971890438e-06,8.534073054988767e-05,8.114665433822665e-06
0.00028111713709222386,6.662612287503065e-05,1.992830277686153e-06,4.3112981984450016e-07
0.0002958807731943125,1.1941621942427856e-05,3.178711494911113e-06,3.335321707709227e-08
6.061306807225719e-05,2.1916914447327402e-05,3.5422110613581026e-06,1.500652069807984e-05
0.00028071753354197426,1.0995506174030017e-07,3.54277304381867e-07,1.0280058631906286e-05
7.807921065250412e-06,1.376668691708085e-05,4.3431357553913585e-05,3.942408511647955e-06
0.00041065504865400726,4.492473516545944e-06,2.611845162903137e-05,2.032743395830039e-06
3.639928678467186e-05,4.2738088268379215e-05,3.137040857836837e-05,2.254224659736792e-05
2.732744383138197e-05,6.529991668903501e-05,4.3348121891995106e-07,1.6088051779661328e-08
0.00014795121536792522,1.171776964279704e-06,1.082306212651929e-06,1.0048985132016242e-05
3.2025602649810025e-06,1.5707209056958164e-06,0.0001287773107492285,8.678725157551526e-05
2.3259884315507406e-05,7.22326406610652e-05,6.981435207364939e-05,2.1443704554258147e-06
0.0007559961532024317,4.17756751135861e-06,2.431283974146936e-08,5.0222080062667374e-05
0.00038638421051473415,7.292152840843516e-05,7.374071095966883e-05,0.00010604417548165657
4.680504304133137e-05,3.9690853804694745e-07,1.87611846058644e-08,3.1982290238374844e-05
0.0021345976310840342,1.2017734257353341e-05,5.30173792867572e-07,5.881313177269476e-05
0.0003222473793016434,4.5873492743103575e-05,7.402931260003243e-06,1.2110104762541596e-05
0.00046673545716657827,7.293719655279089e-05,3.167669149206631e-06,3.1312813462136546e-06
0.0015949845579257271,9.793596610896719e-06,4.200717981461821e-06,2.412207322777249e-05
0.00015410686410177732,5.342779142350333e-05,1.7687943909550086e-07,7.72818111727247e-06
0.0002296619055073279,6.401422816608428e-07,9.24563266835321e-07,7.58126589062158e-07
3.2462281183143205e-06,0.00016495008293472644,3.540786588018818e-05,3.8734175177523866e-05
6.294227296166355e-05,6.407407136915788e-05,3.03084584629687e-06,2.671768015716225e-05
0.0005159428974934599,2.17603832388889e-06,1.8164392713515554e-05,3.540786588018818e-05
0.0001986373374620598,7.6105255316519585e-06,1.7797458582435866e-06,1.1788708889071131e-06
0.0015150018853660185,1.6527015351966781e-06,1.2607952669441147e-05,4.2944077222273336e-05
