robot,landmark 1,landmark 2,landmark 3
0.00037107806817004985,1.4419324057303939e-05,6.591214423679048e-05,1.4381896562554175e-06
0.00037094489039191103,1.7869406917193301e-06,9.833991555296961e-06,3.399781780899502e-05
6.323769616756181e-05,3.6350189083064624e-05,6.026645684187315e-05,2.4958246513051563e-05
2.502260718983962e-05,2.065351534464091e-05,8.345846765678289e-06,0.00023452172536053695
0.0007706986252742354,3.4337353287292006e-07,2.0505356644662243e-05,0.00022063995879761933
4.800333499588305e-05,5.831619001438388e-05,8.818546781697023e-05,3.052686429327878e-05
0.00011333447127981344,3.649463903562821e-05,3.455895972592771e-05,9.994641914090607e-06
0.001725167778715786,9.903272739281502e-05,0.0001404959528059635,7.604078064105124e-06
8.155466503012576e-06,8.079947129238044e-05,7.685417244829296e-05,1.597861432856007e-05
5.666101878887275e-05,8.104058328348238e-05,1.3332424373402318e-06,0.00013726205452258
0.0001408890412335495,7.449439132041361e-06,4.2147854628638015e-07,2.272372717015969e-05
2.430038966849679e-05,8.325902161452022e-07,3.859531716443598e-08,0.00011164531338181405
2.741475788070602e-05,4.239098484399934e-07,2.513603546105969e-05,6.219329407031182e-08
0.00015044111165707363,1.3037113438427736e-05,8.222328290230507e-06,4.2925330490106717e-07
0.0018527526574416697,0.00010246182713139016,2.4510042351266748e-05,8.842071110848337e-05
0.0020178034937998746,1.085507302079448e-05,1.6460619974623114e-05,4.2197971197310835e-06
2.2420158529712353e-07,1.3747745030588644e-05,2.0195602758121822e-05,1.4107883771430352e-05
9.030191904457752e-06,0.00011574441219841872,2.048592796199955e-05,2.909504109993577e-05
0.00018035207496325256,1.0626687083681308e-05,4.8584084311187326e-06,5.967194738332182e-07
0.001917635676363716,3.044489183403549e-06,1.2277445890163108e-05,8.260112736024894e-07
0.00030312609311522465,6.083411106816655e-06,6.07820993536734e-05,3.354889690854179e-05
0.001925474078291245,2.5229568309965153e-05,6.376206238201121e-05,0.00012626269949578273
0.00010614240545692155,0.00014591566207479423,3.01172533454519e-05,1.5102727957128081e-05
5.5507598574422445e-05,2.782622807386199e-05,4.0979699633680866e-07,4.922011817143357e-05
3.7932639784798994e-05,2.6595966048758836e-06,1.7868893564809696e-07,9.241048246622086e-07
1.1716338121914305e-06,9.824023063834467e-05,4.855255838265293e-06,1.7340719068670296e-05
0.000739320400100496,3.94288099320189e-06,5.047922968515195e-07,1.3840509382134769e-05
0.0008686194778420031,3.6180439371531287e-06,2.581110848609569e-06,3.0886218382875086e-05
0.0006195450169457217,9.916111529642785e-06,1.362669132731753e-05,1.1793600606324617e-05
0.00020932861025357852,1.641559935075033e-05,5.572451868829376e-07,1.9792628336290363e-05
5.259810001234655e-05,0.00011512427069732337,1.6269650814138004e-05,3.374804896338901e-05
8.065839210757986e-06,1.9887117275261802e-06,5.586699103332649e-07,7.781864042044617e-09
0.0002226560920917109,1.7323651297349897e-05,1.702053486951627e-05,5.803316889796406e-05
0.0011150065702736356,8.741941649518473e-05,4.2758147742461006e-06,8.242850753958919e-06
3.326618980281637e-08,2.9204536469207287e-05,5.740283108934818e-05,2.1583584839390824e-06
3.5470316106511746e-05,4.094307196078639e-05,1.1543576775352449e-05,2.4145498400685028e-05
3.948863701452865e-05,5.667217400120474e-06,7.481949069187976e-07,1.2434162499630474e-05
0.001842176998479772,2.1715358625596645e-06,8.044846708799014e-07,7.020734847174026e-05
0.00024654560570525064,2.510312526408901e-06,4.1438852349529043e-07,2.1173605091462377e-07
2.0127088703247864e-05,3.137405485834619e-05,8.962970753145783e-06,1.051375875249505e-09
0.0002214410542933365,3.475777674809291e-06,2.184356219459005e-06,4.59409079667239e-06
9.508823950454826e-07,3.55399054998741e-05,1.997545041376725e-06,1.0982716958096717e-05
0.00018626880864758277,3.841309048600736e-07,4.9587697503739037e-08,4.557037959784793e-05
2.0746820169392777e-05,1.3544515408799244e-08,2.13649269085181e-05,1.029635313898325e-06
0.0011995548347840668,7.459390585619341e-05,1.1413527545300894e-05,6.853065315226559e-08
0.001778152065753602,4.643191866545663e-05,2.8045004910381977e-05,6.0233145632082596e-05
0.00018026563543571683,8.601946683952375e-06,3.470768774604949e-05,1.618513329049165e-05
3.4958156959419284e-05,1.7827435042892326e-05,1.1099966513938853e-05,1.3150389577276655e-05
9.922645064364133e-05,7.698703123623297e-10,0.00012791028508729596,8.537156850252359e-05
9.709581094341502e-05,3.900443733152823e-05,2.3809880076441914e-06,6.664973648184969e-05
0.0019217305534766638,3.907589589521258e-05,1.0984886102960445e-06,2.5307258511020336e-05
5.496070173194312e-06,2.371268605471573e-06,1.5093865499693493e-06,4.270886165613774e-06
0.0008335518387525553,5.0098174569177195e-05,3.9004704888156994e-05,8.133693199852132e-06
0.0004141459210273979,2.47463450585622e-08,2.821253985985095e-08,1.0036896128440276e-05
0.00013572449097409844,8.336140913561829e-05,1.9697280606578715e-05,8.797289865469793e-07
0.00025152703528874554,6.070327163134259e-08,5.930417046329239e-07,3.991829089500243e-05
0.0016396067449022667,5.943923225343859e-05,5.239253597721927e-05,4.135978315389366e-06
0.0018779601671212731,8.064900471117797e-05,4.0994963512730465e-05,1.94798508346139e-06
0.0008549573976779357,2.4584156259888947e-05,1.2687655726040248e-07,2.651104387041414e-05
0.00010639801621437073,1.5013517000195828e-07,9.884445262287045e-09,1.0891253850786597e-05
1.5456868140972801e-07,1.0340309802581857e-08,1.9117517297218e-05,5.939528136877925e-06
0.0010008741891311956,3.0270866291953963e-05,5.321413723891055e-06,3.4696451848503784e-05
0.00022500314713624903,1.529921191534278e-05,3.133970268720532e-05,6.943437824702414e-05
0.0010953028404401266,4.239322164882077e-06,3.763513865351342e-05,6.348820988932857e-07
7.006757874705727e-05,2.4959437624261227e-05,1.491430361966195e-05,6.030518306943122e-06
0.0011637733464908706,7.969920641702575e-05,2.11692170069e-05,7.116147594388167e-05
4.831119952086738e-06,6.951590250260046e-05,6.543298150063492e-05,4.3580448618740775e-06
