4.952486038208007812e+00,-5.922979861497879028e-02,2.004649400711059570e+00,5.949662685394287109e+00
2.740398883819580078e+00,1.570025458931922913e-02,2.008764743804931641e+00,6.019879341125488281e+00
-8.505340814590454102e-01,-1.567525975406169891e-02,1.990722060203552246e+00,6.011547088623046875e+00
4.286870479583740234e+00,1.071655191481113434e-02,2.003540992736816406e+00,5.995596885681152344e+00
4.963045597076416016e+00,-4.648509994149208069e-02,1.973315596580505371e+00,5.968949794769287109e+00
6.473567962646484375e+00,5.200447514653205872e-02,2.053967475891113281e+00,5.943788528442382812e+00
4.649221897125244141e+00,-5.236322060227394104e-02,2.060962438583374023e+00,6.043166637420654297e+00
1.453795671463012695e+00,4.042191058397293091e-02,1.981539607048034668e+00,6.023063182830810547e+00
1.622220635414123535e+00,1.156744267791509628e-02,1.959288954734802246e+00,6.028906822204589844e+00
2.221878528594970703e+00,1.528907380998134613e-02,2.005071163177490234e+00,6.001443862915039062e+00
2.670491933822631836e+00,1.288609486073255539e-02,2.007098674774169922e+00,6.003372669219970703e+00
1.581055164337158203e+00,4.372184351086616516e-02,1.977359771728515625e+00,6.067273616790771484e+00
2.786176443099975586e+00,2.433571964502334595e-03,2.014206886291503906e+00,5.958554267883300781e+00
5.086629867553710938e+00,-1.194436755031347275e-02,1.997424602508544922e+00,5.990899562835693359e+00
6.190922260284423828e+00,-2.918721735477447510e-02,1.993423819541931152e+00,6.015463352203369141e+00
1.277107954025268555e+00,-1.936142146587371826e-02,2.007148981094360352e+00,5.979203701019287109e+00
1.069974541664123535e+00,-7.150239311158657074e-03,2.072535514831542969e+00,6.042167186737060547e+00
3.435249567031860352e+00,-8.480614982545375824e-03,1.994497418403625488e+00,6.033399105072021484e+00
2.184969425201416016e+00,1.648750901222229004e-02,2.079401969909667969e+00,6.047341346740722656e+00
1.917099356651306152e+00,-2.655631117522716522e-02,1.991002559661865234e+00,6.047891616821289062e+00
2.519260168075561523e+00,-3.872029110789299011e-02,1.853266954421997070e+00,6.166602611541748047e+00
3.253066062927246094e+00,-6.400200538337230682e-03,1.969653129577636719e+00,6.003247737884521484e+00
5.120163440704345703e+00,-2.111309953033924103e-02,2.044365406036376953e+00,5.932059764862060547e+00
1.423545956611633301e+00,-2.810356207191944122e-02,2.006756067276000977e+00,5.942472934722900391e+00
2.671575069427490234e+00,1.826213859021663666e-02,1.993870735168457031e+00,6.000105381011962891e+00
4.957159519195556641e+00,-8.851670660078525543e-03,2.012583494186401367e+00,6.015684127807617188e+00
1.577435016632080078e+00,-2.027693018317222595e-02,2.003695726394653320e+00,6.040342807769775391e+00
5.530212402343750000e+00,-2.350763045251369476e-02,1.978680133819580078e+00,6.026666164398193359e+00
2.431409835815429688e+00,8.589576929807662964e-02,2.003092765808105469e+00,5.959833145141601562e+00
1.892661929130554199e+00,-7.717177271842956543e-02,1.856747627258300781e+00,5.976667404174804688e+00
3.441997766494750977e+00,1.477450039237737656e-02,1.992466568946838379e+00,5.986131668090820312e+00
8.383855819702148438e+00,-8.506374433636665344e-03,2.045107841491699219e+00,6.036002635955810547e+00
1.769542694091796875e+00,-4.679396282881498337e-03,2.023359298706054688e+00,5.987491607666015625e+00
-1.570949703454971313e-01,-2.097352035343647003e-02,2.083919048309326172e+00,5.995825767517089844e+00
1.202240228652954102e+00,-3.159464523196220398e-02,1.994240164756774902e+00,6.094752788543701172e+00
1.660796999931335449e+00,1.691231317818164825e-02,2.068835258483886719e+00,6.073582172393798828e+00
5.133024692535400391e+00,-8.039288222789764404e-02,2.060623168945312500e+00,5.882412910461425781e+00
