robot,landmark 1,landmark 2,landmark 3
0.35704943537712097,0.09528101980686188,0.1017279103398323,0.09498319774866104
0.3460548520088196,0.10486873239278793,0.09784352779388428,0.09529874473810196
0.4122370481491089,0.10634428262710571,0.096634641289711,0.10378404706716537
0.3451578617095947,0.09807487577199936,0.10205458849668503,0.09938575327396393
0.4379880726337433,0.10152120888233185,0.10036083310842514,0.1014350950717926
0.414195716381073,0.09698420763015747,0.09504318237304688,0.09803842753171921
0.3761262893676758,0.09685637056827545,0.09666986763477325,0.09905806183815002
0.49064862728118896,0.10079117864370346,0.106435626745224,0.10420037060976028
0.3043675422668457,0.09666230529546738,0.10631100088357925,0.09720407426357269
0.28045201301574707,0.09640326350927353,0.09889421612024307,0.09219684451818466
0.30322974920272827,0.10009242594242096,0.10160896927118301,0.10634143650531769
0.3001633882522583,0.09431622177362442,0.09859447181224823,0.09937513619661331
0.41380468010902405,0.09927532076835632,0.10020709037780762,0.09692153334617615
0.3560000956058502,0.10553907603025436,0.09871236979961395,0.10493970662355423
0.4463505446910858,0.09349213540554047,0.10060562938451767,0.0974622592329979
0.45746535062789917,0.10244529694318771,0.09667997807264328,0.10169918090105057
0.31149521470069885,0.10037478059530258,0.10019398480653763,0.09508200734853745
0.2906637191772461,0.10188721865415573,0.09945526719093323,0.09915126860141754
0.31993138790130615,0.09988357871770859,0.10759572684764862,0.10466304421424866
0.4211127758026123,0.10276100784540176,0.10112927109003067,0.09984179586172104
0.3586118221282959,0.09549267590045929,0.09898542612791061,0.10577920079231262
0.34454095363616943,0.09730439633131027,0.10228293389081955,0.10166146606206894
0.3901500403881073,0.09813389182090759,0.09405502676963806,0.10552870482206345
0.3806464374065399,0.10416054725646973,0.10274798423051834,0.10357213020324707
0.3238492012023926,0.10289409011602402,0.1052284687757492,0.09739238023757935
0.3351491093635559,0.1029006838798523,0.10117611289024353,0.10005242377519608
0.424708753824234,0.09653890877962112,0.10035543888807297,0.10375072062015533
0.4137728810310364,0.10474207997322083,0.10452363640069962,0.1004180908203125
0.45195600390434265,0.0996311753988266,0.0977851077914238,0.10083864629268646
0.3854353129863739,0.10341961681842804,0.09359754621982574,0.09816379845142365
0.28935614228248596,0.10158682614564896,0.0919312834739685,0.09955838322639465
