robot,landmark 1,landmark 2,landmark 3
6.147179233408906,0.00022646029993907916,1.3367424855914578e-05,4.0302943408844385
7.102986008906157,0.0002194078726511263,5.308336773168776e-05,3.9329425735568293
6.5155192007369465,3.008968058057851e-05,5.163767582416767e-07,3.9733682981759557
10.456931575755334,7.851526941382928e-05,0.0006229679439115898,4.017056489412653
6.322454374895642,0.00014484815523690964,1.6215313394241093e-06,3.947481117321331
7.258677878255412,0.00011037739403169187,1.8323255289942608e-05,4.032548090334785
8.353070788362459,1.4656368817906002e-05,0.0005977006915145466,3.9759464567114264
11.737604234877836,0.00016729891420665197,2.1921152892900864e-06,4.010040854433328
9.733460549705853,0.0002514486400772044,2.1639664282702142e-08,3.9760073083098177
8.732042866811355,7.339043790052183e-05,4.174021364633518e-05,4.0607144983951
7.070142372471366,1.0900259651298665e-05,0.0003159950938993461,4.033402267032216
6.692694272871677,3.070769255882153e-05,1.77300831296634e-05,3.9848890237126398
6.866254755932516,4.096285304269146e-05,0.00010255508301781902,4.052673955106911
5.522007633693704,2.8973638595886086e-05,6.408636409105384e-06,4.047653141650699
10.813814041103115,4.7724291794868506e-05,1.68839164871315e-06,4.08425753130382
6.5967233922474975,1.2839102299986411e-05,2.9151653734516003e-05,4.069628708999517
6.533859955494847,3.960484043380474e-05,8.367066789105593e-05,4.038188094747056
9.37928301474335,0.00015516801107794912,0.0006954611939278266,3.986697784279386
4.5905899388274065,4.0151019002628886e-05,0.0002997772424038203,3.9326834706391764
7.185319431889695,9.242890832619147e-05,3.91970240940509e-05,4.018180477629585
3.9950653046289517,4.481411518973081e-05,7.059944459797407e-05,4.002399804413471
8.39998080338978,0.00024272576086035395,1.2954002158949152e-05,4.045113212691831
7.580281206886866,1.901697183934528e-05,8.750820157388262e-06,3.9866387550885065
9.845722869991334,0.00012070243430652161,3.165951056871563e-09,3.9983712900948376
4.779400173356407,0.00015789457805226795,0.0007863715111398051,3.974594530375043
10.68580487170317,0.0004588878251308298,7.96932368416492e-05,3.9833433347312166
5.0975633312464765,1.4390652076299616e-05,4.2101432029539865e-05,3.9998550428172166
9.21055982064496,3.0551089727064726e-05,3.676122618401223e-05,4.006730047094834
7.462769449650807,7.388600090647932e-05,0.00010238372851745225,4.00412284221261
5.9801735591836405,0.00014900322196795355,0.000226827167480792,3.9712204714633117
9.044384707851862,0.00010190212965913246,0.0003237385095076206,4.00802823995059
2.8029494265963564,2.049499438604155e-06,3.7796200786033296e-05,4.000226977707143
4.143530283650762,4.003782443389901e-06,3.552713678800501e-09,4.017803885832109
6.032906160130608,4.712039056697633e-06,0.00011359351270812112,4.0171769092012255
5.905025466250265,1.778253310774484e-05,5.0438583457435016e-05,3.9557391185453525
9.228265500742282,3.672341427989837e-05,0.0003131703252279294,3.9560691628284985
6.070176280635678,0.00043792883767715743,0.0001700744065260551,4.083349808134699
5.508520368105167,8.764868394981005e-05,1.3509193763638905e-06,4.00060655985817
7.20129536779956,6.223138011033583e-05,2.0069370521014207e-07,3.97668051018627
6.698142911609693,0.0007173875943289332,0.0002555739689000802,3.9722753049429684
5.149121876754691,0.0001862543695479446,0.0005215033007175407,3.9339109753427692
6.259359046092868,4.884578763576786e-05,0.0003119184755320248,4.031671025444666
4.9734604846563,0.00015378804962635443,8.843864725349704e-05,4.008858811838763
7.749405085633043,0.0005218027134339422,7.639919891744285e-05,3.9818949993789374
6.896476676120301,6.591669607523224e-05,9.656853080741712e-06,3.966098444394447
7.517164310884311,0.0002419066846832997,2.0472980622798786e-05,3.994964278165071
8.779150357135222,6.128982660142323e-06,8.744148323103218e-05,3.9963311029168835
5.402733150157474,8.71086189064155e-05,3.211726493645983e-05,3.970004260805581
8.702479181302124,0.00020387461453754644,2.204132967165151e-05,3.9838306131796344
9.166004035383196,3.131702190373197e-05,8.4070240191636e-05,4.048629806841063
